text,label,dataset
"[#【【【All public crowds of public nucleic acid test#] On the 17th, the State Council's joint defense and control mechanism issued a notice, requiring to do a good job in the testing and health management service of new crown pneumonians and health management.Repeat from production#.The notice requires that the key groups of people among the people of Lihan (at the destination, engage in public places service, transportation service and pension institutions, prisons, detention centers and other special places, teachers, medical staff, and staff of relatively closed places)Before leaving the Han Dynasty, in accordance with the principle of ""inspection and inspection"", the new crown virus nucleic acid testing was performed in the qualified diseases and control institutions.Before the other people leave the Han Dynasty, in accordance with the principle of ""willingness to inspect"", check the qualified medical institutions or third -party testing agencies, and the test cost shall be borne by the individual.The notice is also clear that for those who have been tested before the Han Dynasty, after arriving at the destination, you can meet any of the following conditions to re -work normally: First, the negative result of the nucleic acid detection of nucleic acid detection 7 days before the destination is held;Holding positive proof of previous serum specific IGG antibody detection; third, the health code ""green code"" that contains one of the above test results information can be presented.O web link",real,checked
The US emperor dispatched ten medical ships and 180 battlefield hospitals to cope with the outbreak of the epidemic.,fake,checked
Groups of pupils should only be sent home if there has been a positive test rather than someone just developing symptoms PM says https://t.co/kBmeJhDBcb,real,constraint
"On the 12th, the Yonhap News Agency reported that 11 personnel in the Ministry of Marine Aquatic Aquatic Products in Sejong City were diagnosed. The infection path was not clear, and it was almost the same day as Beijing Xinfa.",fake,checked
Image of COVID-19 infected person's throat.,fake,constraint
The cytokine storm overactivation of the immune system does not appear to play a major role in more severe COVID-19 outcomes according to some unexpected new findings. https://t.co/r17PVnz1k8,real,constraint
"[#【【【【【【【【【#] According to Beijing Daily, Beijing Express Enterprises and takeaway companies have recently arranged courier and takeaways for all nucleic acid testing.",real,checked
A common cold can cause a positive COVID-19 test.,fake,constraint
#CoronaVirusUpdates: 📍Total #COVID19 Cases in India(as on August 30 2020) ➡️76.6% Cured/Discharged/Migrated (2713933) ➡️21.6% Active cases (765302) ➡️1.8% Deaths (63498) Total COVID-19 confirmed cases = Cured/Discharged/Migrated+Active cases+Deaths Via @MoHFW_INDIA https://t.co/H7ZyPgbF0r,real,constraint
"[#【【【3 cases of input#:#【【【【【【【【【#] According to@【【, at 0-24 on June 21, through the port joint prevention and control mechanism, report 3 cases of overseas inputabilityNew crown pneumonia.Case 1 is an American, visiting relatives in the United States, departing from the United States on June 18. After transferring to the UK, he arrived at Shanghai Pudong International Airport on June 20.Based on the history of epidemiological diseases, clinical symptoms, laboratory testing and imaging test results, diagnosis is a confirmed case.Case 2. Case 3 is Indian, lived in India, departed from India on June 20, arrived at Shanghai Pudong International Airport on the same day.Based on the history of epidemiological diseases, clinical symptoms, laboratory testing and imaging test results, diagnosis is a confirmed case.Three cases of input -input confirmed cases have been transferred to fixed -point medical institutions for treatment. 47 people who have tracked the close contact with the same flight have been implemented, all of which have been implemented.At 0-24 on June 21, there were no new local new coronary pneumonia.As of 24:00 on June 21, there were 360 cases of input -oriented diagnosis overseas, 334 cases were cured, and 26 cases were treated in the hospital.There are 0 suspected cases that are currently investigating.As of 24:00 on June 21, a total of 341 local confirmed cases were reported, 334 were cured and 7 cases were died.There are 0 suspected cases that are currently investigating.As of 24:00 on June 21, 0 asymptomatic infections in medical observations.",real,checked
An association between severity of coronavirus infection and blood type is emerging. https://t.co/Am4HDalW6k https://t.co/o0VfWDSlX0,real,constraint
A further 3105 #COVID19 cases have been confirmed in the UK - and the number seems to be rising rapidly having ticked over 1000 only a few weeks ago Sky's Ed Conway writes https://t.co/KEiW4kl4Gj,real,constraint
"Prof Peter Horby talks to #KayBurley about new treatments being trialled on hospitalised #COVID19 patients. These include a ""very promising"" monoclonal antibody treatment - which involves giving patients laboratory-made antibodies. #KayBurley Latest: https://t.co/xuGJzq5XXp https://t.co/4mBAlC76o4",real,constraint
A text claiming COVID-19 can be transmitted by mosquitoes.,fake,constraint
"In 1986, the founder of the Times Square Church prophesied that he saw ???a plague coming on the world and the bars and church and government will shut down,??� with New York City especially hard hit.",fake,constraint
#NewJersey has moved to green on our COVID Warning Dashboard indicating that they are on track to contain COVID. Cases are steadily decreasing and New Jersey’s COVID preparedness meets or exceeds international standards across our key metrics. https://t.co/D1ZoPbjYBy https://t.co/PxczyEo9O6,real,constraint
Today there are eight previously cases who are now considered recovered and so including today’s five new cases our total number of active cases is 112 37 imported cases 75 are community cases.,real,constraint
This is just part of our precautionary approach. There is extensive work underway to contact everyone who left a managed isolation facility between June 9 -16 to confirm that they have had a test and if not to refer them to testing.,real,constraint
"In covid19 repurposed drugs that are useful are: 
Antivirals- Favipiravir, Rendesiver
Antiparasitic- Ivermectin
Antimalarial: Hydroxychloroquine
Anttibiotics- Azithromycin / Doxycycline
Immune modulators: Zinc, Vitamins C &amp; D, Quercetin.
When used in recommended doses can help",fake,constraint
"[Child, I hope you will be safe forever!#Peng Yinhua's child was born in Wuhan#]##On the 102th day after the death of the martyr Peng Yinhua, his child was born in Wuhan.At 8:40, Peng Yinhua's wife gave birth to a baby girl at the Hubei Provincial Maternal and Child Health Hospital through a caesarean section.O Liuyi Children's Day, the child of the martyr Peng Yinhua was born in Wuhan",real,checked
Indian Social Activist Trupti Desai arrested for buying liquor during the COVID-19 lockdown,fake,constraint
Potential contacts include people on the same flight from Brisbane and people who are in or have been in the same managed isolation facility including staff.,real,constraint
If Queen Elizabeth II tested positive for coronavirus.,fake,constraint
RT @MoHFW_INDIA: Health Ministry issues Updated Advisory on #COVID19 testing. Simplified Testing Procedure &amp; ‘On-demand’ Testing for the f…,real,constraint
Our daily update is published. States reported 582k tests 31k cases and 1089 deaths. https://t.co/Fx5POnKR4v,real,constraint
"[#【【#:#【【【【【#] At 4 pm on the 29th, the headquarters of the new type of coronary virus pneumonia in Hubei Province held a 59th press conference to introduce the province's epidemic prevention and control, resumption of work and resumption of work in the provinceThe work related to ecological environmental protection is produced and answered questions from reporters.@↓ Follow together!L People's Daily's Weibo video.",real,checked
